分类,风格,优,arxiv_id,标题,备注,被引,arXiv
好,科研风,优,2505.18105,ManuSearch: Democratizing Deep Search in Large Language Models with a Transparent and Open Multi-Agent Framework,优,0,https://arxiv.org/abs/2505.18105
好,科研风,优,2505.18218,CoMet: Metaphor-Driven Covert Communication for Multi-Agent Language Games,优,0,https://arxiv.org/abs/2505.18218
未筛,,,2505.18228,Implementing Agents in JavaScript,,0,https://arxiv.org/abs/2505.18228
好,生动活泼,,2505.18286,Single-agent or Multi-agent Systems? Why Not Both?,,3,https://arxiv.org/abs/2505.18286
好,科研风,优,2505.18458,A Survey of LLM $\times$ DATA,优,0,https://arxiv.org/abs/2505.18458
好,科研风,优,2505.18595,MisoDICE: Multi-Agent Imitation from Unlabeled Mixed-Quality Demonstrations,优,0,https://arxiv.org/abs/2505.18595
好,科研风,优,2505.18630,DDO: Dual-Decision Optimization for LLM-Based Medical Consultation via Multi-Agent Collaboration,优,0,https://arxiv.org/abs/2505.18630
未筛,,,2505.19205,OptiMindTune: A Multi-Agent Framework for Intelligent Hyperparameter Optimization,,1,https://arxiv.org/abs/2505.19205
坏,,,2505.19234,GUARDIAN: Safeguarding LLM Multi-Agent Collaborations with Temporal Graph Modeling,,0,https://arxiv.org/abs/2505.19234
坏,,,2505.19405,CoTGuard: Using Chain-of-Thought Triggering for Copyright Protection in Multi-Agent LLM Systems,,0,https://arxiv.org/abs/2505.19405
好,生动活泼,优,2505.19477,Judging with Many Minds: Do More Perspectives Mean Less Prejudice? On Bias Amplifications and Resistance in Multi-Agent Based LLM-as-Judge,图1：优,0,https://arxiv.org/abs/2505.19477
坏,,,2505.19567,LLM-Agent-Controller: A Universal Multi-Agent Large Language Model System as a Control Engineer,,1,https://arxiv.org/abs/2505.19567
坏,,,2505.19591,Multi-Agent Collaboration via Evolving Orchestration,,0,https://arxiv.org/abs/2505.19591
坏,,,2505.20816,Rethinking Information Synthesis in Multimodal Question Answering A Multi-Agent Perspective,,0,https://arxiv.org/abs/2505.20816
好,科研风,优,2505.20824,MedSentry: Understanding and Mitigating Safety Risks in Medical LLM Multi-Agent Systems,优,1,https://arxiv.org/abs/2505.20824
坏,,,2505.20922,Revisiting Multi-Agent World Modeling from a Diffusion-Inspired Perspective,,0,https://arxiv.org/abs/2505.20922
好,生动活泼,,2505.21116,Creativity in LLM-based Multi-Agent Systems: A Survey,,6,https://arxiv.org/abs/2505.21116
未筛,,,2505.21298,Large Language Models Miss the Multi-Agent Mark,,0,https://arxiv.org/abs/2505.21298
好,生动活泼,,2505.21471,Scaling External Knowledge Input Beyond Context Windows of LLMs via Multi-Agent Collaboration,,0,https://arxiv.org/abs/2505.21471
好,生动活泼,,2505.21503,Silence is Not Consensus: Disrupting Agreement Bias in Multi-Agent LLMs via Catfish Agent for Clinical Decision Making,,0,https://arxiv.org/abs/2505.21503
坏,,,2505.21588,Herd Behavior: Investigating Peer Influence in LLM-based Multi-Agent Systems,,0,https://arxiv.org/abs/2505.21588
坏,,,2505.21898,Co-Saving: Resource Aware Multi-Agent Collaboration for Software Development,,0,https://arxiv.org/abs/2505.21898
坏,,,2505.22192,Efficient Leave-one-out Approximation in LLM Multi-agent Debate Based on Introspection,,0,https://arxiv.org/abs/2505.22192
坏,,,2505.22571,Agent-UniRAG: A Trainable Open-Source LLM Agent Framework for Unified Retrieval-Augmented Generation Systems,,1,https://arxiv.org/abs/2505.22571
好,科研风,优,2505.22814,A Large Language Model-Enabled Control Architecture for Dynamic Resource Capability Exploration in Multi-Agent Manufacturing Systems,优,0,https://arxiv.org/abs/2505.22814
好,生动活泼,,2505.22960,Revisiting Multi-Agent Debate as Test-Time Scaling: A Systematic Study of Conditional Effectiveness,,0,https://arxiv.org/abs/2505.22960
坏,,,2505.23187,Cross-Task Experiential Learning on LLM-based Multi-Agent Collaboration,,0,https://arxiv.org/abs/2505.23187
好,生动活泼,,2505.23803,MultiPhishGuard: An Explainable and Adaptive Multi-Agent LLM System for Phishing Email Detection,,0,https://arxiv.org/abs/2505.23803
未筛,,,2505.23847,Seven Security Challenges in Cross-domain Multi-agent LLM Systems,,2,https://arxiv.org/abs/2505.23847
坏,,,2505.24201,SentinelAgent: Graph-based Anomaly Detection in Multi-Agent Systems,,0,https://arxiv.org/abs/2505.24201
坏,,,2505.24239,An Adversary-Resistant Multi-Agent LLM System via Credibility Scoring,,0,https://arxiv.org/abs/2505.24239
未筛,,,2506.00066,Literature Review Of Multi-Agent Debate For Problem-Solving,,0,https://arxiv.org/abs/2506.00066
坏,,,2506.01332,An Empirical Study of Group Conformity in Multi-Agent Systems,,2,https://arxiv.org/abs/2506.01332
坏,,,2506.01538,LAMARL: LLM-Aided Multi-Agent Reinforcement Learning for Cooperative Policy Generation,,0,https://arxiv.org/abs/2506.01538
坏,,,2506.01839,Beyond Static Responses: Multi-Agent LLM Systems as a New Paradigm for Social Science Research,,2,https://arxiv.org/abs/2506.01839
未筛,,,2506.02055,Will Agents Replace Us? Perceptions of Autonomous Multi-Agent AI,,0,https://arxiv.org/abs/2506.02055
坏,,,2506.02351,DIAMOND: An LLM-Driven Agent for Context-Aware Baseball Highlight Summarization,,0,https://arxiv.org/abs/2506.02351
未筛,,,2506.02385,Multi-agent Markov Entanglement,,0,https://arxiv.org/abs/2506.02385
好,生动活泼,,2506.02689,MASTER: Enhancing Large Language Model via Multi-Agent Simulated Teaching,,0,https://arxiv.org/abs/2506.02689
好,生动活泼,优,2506.02718,End-to-End Optimization of LLM-Driven Multi-Agent Search Systems via Heterogeneous-Group-Based Reinforcement Learning,优,0,https://arxiv.org/abs/2506.02718
好,科研风,优,2506.02951,Adaptive Graph Pruning for Multi-Agent Communication,优,0,https://arxiv.org/abs/2506.02951
坏,,,2506.02992,Mitigating Manipulation and Enhancing Persuasion: A Reflective Multi-Agent Approach for Legal Argument Generation,,0,https://arxiv.org/abs/2506.02992
未筛,,,2506.03053,MAEBE: Multi-Agent Emergent Behavior Framework,,1,https://arxiv.org/abs/2506.03053
好,科研风,优,2506.03939,Graph Counselor: Adaptive Graph Exploration via Multi-Agent Synergy to Enhance LLM Reasoning,优,0,https://arxiv.org/abs/2506.03939
好,生动活泼,优,2506.04133,"TRiSM for Agentic AI: A Review of Trust, Risk, and Security Management in LLM-based Agentic Multi-Agent Systems",优,4,https://arxiv.org/abs/2506.04133
坏,,,2506.04251,Language-Driven Coordination and Learning in Multi-Agent Simulation Environments,,1,https://arxiv.org/abs/2506.04251
坏,,,2506.05236,Towards Language-Augmented Multi-Agent Deep Reinforcement Learning,,0,https://arxiv.org/abs/2506.05236
坏,,,2506.06574,The Optimization Paradox in Clinical AI Multi-Agent Systems,,1,https://arxiv.org/abs/2506.06574
坏,,,2506.07232,"Learn as Individuals, Evolve as a Team: Multi-agent LLMs Adaptation in Embodied Environments",,0,https://arxiv.org/abs/2506.07232
好,生动活泼,,2506.07398,G-Memory: Tracing Hierarchical Memory for Multi-Agent Systems,,0,https://arxiv.org/abs/2506.07398
坏,,,2506.07400,MedChat: A Multi-Agent Framework for Multimodal Diagnosis with Large Language Models,,2,https://arxiv.org/abs/2506.07400
坏,,,2506.08292,From Debate to Equilibrium: Belief-Driven Multi-Agent LLM Reasoning via Bayesian Nash Equilibrium,,1,https://arxiv.org/abs/2506.08292
坏,,,2506.08379,Reinforce LLM Reasoning through Multi-Agent Reflection,,0,https://arxiv.org/abs/2506.08379
好,科研风,,2506.08430,CAF-I: A Collaborative Multi-Agent Framework for Enhanced Irony Detection with Large Language Models,,0,https://arxiv.org/abs/2506.08430
坏,,,2506.09046,Self-Evolving Multi-Agent Systems via Textual Backpropagation,,0,https://arxiv.org/abs/2506.09046
好,生动活泼,优,2506.09049,VIKI-R: Coordinating Embodied Multi-Agent Cooperation via Reinforcement Learning,图2：优,0,https://arxiv.org/abs/2506.09049
坏,,,2506.09331,"Multi-Agent Language Models: Advancing Cooperation, Coordination, and Adaptation",,1,https://arxiv.org/abs/2506.09331
好,科研风,,2506.10086,Chat-of-Thought: Collaborative Multi-Agent System for Generating Domain Specific Information,配色不好看,0,https://arxiv.org/abs/2506.10086
好,科研风,,2506.10467,Specification and Evaluation of Multi-Agent LLM Systems -- Prototype and Cybersecurity Applications,配色不好看,0,https://arxiv.org/abs/2506.10467
坏,,,2506.11083,RedDebate: Safer Responses Through Multi-Agent Red Teaming Debates,,2,https://arxiv.org/abs/2506.11083
坏,,,2506.11681,A Hybrid Multi-Agent Prompting Approach for Simplifying Complex Sentences,,0,https://arxiv.org/abs/2506.11681
坏,,,2506.11803,PE-MA: Parameter-Efficient Co-Evolution of Multi-Agent Systems,信息密度低,0,https://arxiv.org/abs/2506.11803
坏,,,2506.11825,Revealing Political Bias in LLMs through Structured Multi-Agent Debate,,1,https://arxiv.org/abs/2506.11825
坏,,,2506.12331,IndoorWorld: Integrating Physical Task Solving and Social Simulation in A Heterogeneous Multi-Agent Environment,,0,https://arxiv.org/abs/2506.12331
坏,,,2506.12339,SheetMind: An End-to-End LLM-Powered Multi-Agent Framework for Spreadsheet Automation,,0,https://arxiv.org/abs/2506.12339
坏,,,2506.12482,Tiered Agentic Oversight: A Hierarchical Multi-Agent System for Healthcare Safety,,0,https://arxiv.org/abs/2506.12482
好,生动活泼,优,2506.12508,AgentOrchestra: Orchestrating Multi-Agent Intelligence with the Tool-Environment-Agent(TEA) Protocol,优,0,https://arxiv.org/abs/2506.12508
坏,,,2506.12689,SciSage: A Multi-Agent Framework for High-Quality Scientific Survey Generation,,0,https://arxiv.org/abs/2506.12689
坏,,,2506.13783,Infected Smallville: How Disease Threat Shapes Sociality in LLM Agents,,0,https://arxiv.org/abs/2506.13783
好,科研风,,2506.15451,AgentGroupChat-V2: Divide-and-Conquer Is What LLM-Based Multi-Agent System Need,,1,https://arxiv.org/abs/2506.15451
好,科研风,,2506.16445,StoryWriter: A Multi-Agent Framework for Long Story Generation,,0,https://arxiv.org/abs/2506.16445
坏,,,2506.17514,Kaleidoscopic Teaming in Multi Agent Simulations,,0,https://arxiv.org/abs/2506.17514
好,生动活泼,,2506.17784,AnyMAC: Cascading Flexible Multi-Agent Collaboration via Next-Agent Prediction,,0,https://arxiv.org/abs/2506.17784
好,科研风,,2506.18424,A Large Language Model-based Multi-Agent Framework for Analog Circuits' Sizing Relationships Extraction,图2更好,0,https://arxiv.org/abs/2506.18424
坏,,,2506.18783,TRIZ Agents: A Multi-Agent LLM Approach for TRIZ-Based Innovation,,6,https://arxiv.org/abs/2506.18783
未筛,,,2506.18814,Online Multi-Agent Control with Adversarial Disturbances,,0,https://arxiv.org/abs/2506.18814
好,科研风,优,2506.19209,Augmenting Multi-Agent Communication with State Delta Trajectory,优,0,https://arxiv.org/abs/2506.19209
坏,,,2506.19502,MATE: LLM-Powered Multi-Agent Translation Environment for Accessibility Applications,,0,https://arxiv.org/abs/2506.19502
好,科研风,,2506.19846,HiMA-Ecom: Enabling Joint Training of Hierarchical Multi-Agent E-commerce Assistants,图2更好,0,https://arxiv.org/abs/2506.19846
坏,,,2506.20039,Learning Bilateral Team Formation in Cooperative Multi-Agent Reinforcement Learning,,0,https://arxiv.org/abs/2506.20039
好,生动活泼,,2506.20415,SV-LLM: An Agentic Approach for SoC Security Verification using Large Language Models,,0,https://arxiv.org/abs/2506.20415
坏,,,2506.20598,"Fine-Tuning and Prompt Engineering of LLMs, for the Creation of Multi-Agent AI for Addressing Sustainable Protein Production Challenges",,0,https://arxiv.org/abs/2506.20598
坏,,,2506.20664,The Decrypto Benchmark for Multi-Agent Reasoning and Theory of Mind,,0,https://arxiv.org/abs/2506.20664
坏,,,2506.20921,LLM-guided Chemical Process Optimization with a Multi-Agent Approach,,3,https://arxiv.org/abs/2506.20921
好,科研风,,2506.22656,Knowledge-Guided Multi-Agent Framework for Automated Requirements Development: A Vision,,0,https://arxiv.org/abs/2506.22656
坏,,,2506.23576,Evaluating Multi-Agent Defences Against Jailbreaking Attacks on Large Language Models,信息密度太低,0,https://arxiv.org/abs/2506.23576
坏,,,2506.23689,"PokéAI: A Goal-Generating, Battle-Optimizing Multi-agent System for Pokemon Red",太简单，信息密度太低,0,https://arxiv.org/abs/2506.23689
坏,,,2506.23998,Auto-TA: Towards Scalable Automated Thematic Analysis (TA) via Multi-Agent Large Language Models with Reinforcement Learning,,0,https://arxiv.org/abs/2506.23998
坏,,,2507.01019,MALIBU Benchmark: Multi-Agent LLM Implicit Bias Uncovered,,0,https://arxiv.org/abs/2507.01019
坏,,,2507.01446,Using multi-agent architecture to mitigate the risk of LLM hallucinations,,0,https://arxiv.org/abs/2507.01446
好,科研风,,2507.01485,BioMARS: A Multi-Agent Robotic System for Autonomous Biological Experiments,,1,https://arxiv.org/abs/2507.01485
好,生动活泼,,2507.01701,Exploring Advanced LLM Multi-Agent Systems Based on Blackboard Architecture,,3,https://arxiv.org/abs/2507.01701
坏,,,2507.02002,Dynamic Strategy Adaptation in Multi-Agent Environments with Large Language Models,,0,https://arxiv.org/abs/2507.02002
好,科研风,优,2507.02773,KERAP: A Knowledge-Enhanced Reasoning Approach for Accurate Zero-shot Diagnosis Prediction Using Multi-agent LLMs,优,0,https://arxiv.org/abs/2507.02773
坏,,,2507.03254,CodeAgents: A Token-Efficient Framework for Codified Multi-Agent Reasoning in LLMs,,0,https://arxiv.org/abs/2507.03254
好,科研风,优,2507.03928,CortexDebate: Debating Sparsely and Equally for Multi-Agent Debate,图2：优,0,https://arxiv.org/abs/2507.03928
坏,,,2507.04067,HAWK: A Hierarchical Workflow Framework for Multi-Agent Collaboration,,0,https://arxiv.org/abs/2507.04067
未筛,,,2507.04105,Enhancing Robustness of LLM-Driven Multi-Agent Systems through Randomized Smoothing,,0,https://arxiv.org/abs/2507.04105
好,科研风,,2507.04410,Multimedia Verification Through Multi-Agent Deep Research Multimodal Large Language Models,,0,https://arxiv.org/abs/2507.04410
坏,,,2507.04724,Who's the Mole? Modeling and Detecting Intention-Hiding Malicious Agents in LLM-Based Multi-Agent Systems,字体太小，信息密度低,0,https://arxiv.org/abs/2507.04724
坏,,,2507.05178,CREW-WILDFIRE: Benchmarking Agentic Multi-Agent Collaborations at Scale,,1,https://arxiv.org/abs/2507.05178
坏,,,2507.05321,AGACCI : Affiliated Grading Agents for Criteria-Centric Interface in Educational Coding Contexts,,0,https://arxiv.org/abs/2507.05321
坏,,,2507.06520,Gradientsys: A Multi-Agent LLM Scheduler with ReAct Orchestration,太简单,0,https://arxiv.org/abs/2507.06520
坏,,,2507.07957,MIRIX: Multi-Agent Memory System for LLM-Based Agents,,1,https://arxiv.org/abs/2507.07957
坏,,,2507.08325,CRMAgent: A Multi-Agent LLM System for E-Commerce CRM Message Template Generation,好看，但信息密度低,0,https://arxiv.org/abs/2507.08325
好,生动活泼,,2507.08350,Exploring Design of Multi-Agent LLM Dialogues for Research Ideation,,0,https://arxiv.org/abs/2507.08350
坏,,,2507.08392,Multi-Agent LLMs as Ethics Advocates for AI-Based Systems,,2,https://arxiv.org/abs/2507.08392
坏,,,2507.08440,Finding Common Ground: Using Large Language Models to Detect Agreement in Multi-Agent Decision Conferences,,0,https://arxiv.org/abs/2507.08440
坏,,,2507.08616,AgentsNet: Coordination and Collaborative Reasoning in Multi-Agent LLMs,,1,https://arxiv.org/abs/2507.08616
坏,,,2507.08619,Agentic Large Language Models for Conceptual Systems Engineering and Design,没有图，不好看,1,https://arxiv.org/abs/2507.08619
坏,,,2507.08960,How to Train a Leader: Hierarchical Reasoning in Multi-Agent LLMs,太简单,0,https://arxiv.org/abs/2507.08960
坏,,,2507.09174,RAMA: Retrieval-Augmented Multi-Agent Framework for Misinformation Detection in Multimodal Fact-Checking,,0,https://arxiv.org/abs/2507.09174
坏,,,2507.09255,StockSim: A Dual-Mode Order-Level Simulator for Evaluating Multi-Agent LLMs in Financial Markets,,0,https://arxiv.org/abs/2507.09255
好,科研风,,2507.10911,Lessons Learned from Evaluation of LLM based Multi-agents in Safer Therapy Recommendation,,0,https://arxiv.org/abs/2507.10911
好,生动活泼,,2507.11210,Role-Playing LLM-Based Multi-Agent Support Framework for Detecting and Addressing Family Communication Bias,,0,https://arxiv.org/abs/2507.11210
坏,,,2507.11979,Value-Based Large Language Model Agent Simulation for Mutual Evaluation of Trust and Interpersonal Closeness,信息密度低,0,https://arxiv.org/abs/2507.11979
坏,,,2507.11988,Aime: Towards Fully-Autonomous Multi-Agent Framework,信息密度太低,0,https://arxiv.org/abs/2507.11988
好,生动活泼,,2507.13814,CodeEdu: A Multi-Agent Collaborative Platform for Personalized Coding Education,,0,https://arxiv.org/abs/2507.13814
坏,,,2507.14705,Configurable multi-agent framework for scalable and realistic testing of llm-based agents,,0,https://arxiv.org/abs/2507.14705
坏,,,2507.14928,Byzantine-Robust Decentralized Coordination of LLM Agents,,0,https://arxiv.org/abs/2507.14928
好,生动活泼,,2507.14995,LLM-Enhanced Multi-Agent Reinforcement Learning with Expert Workflow for Real-Time P2P Energy Trading,,3,https://arxiv.org/abs/2507.14995
好,生动活泼,,2507.15268,IM-Chat: A Multi-agent LLM Framework Integrating Tool-Calling and Diffusion Modeling for Knowledge Transfer in Injection Molding Industry,,0,https://arxiv.org/abs/2507.15268
坏,,,2507.15815,LLM Economist: Large Population Models and Mechanism Design in Multi-Agent Generative Simulacra,,0,https://arxiv.org/abs/2507.15815
坏,,,2507.16853,MobileUse: A GUI Agent with Hierarchical Reflection for Autonomous Mobile Operation,,0,https://arxiv.org/abs/2507.16853
坏,,,2507.17061,Parallelism Meets Adaptiveness: Scalable Documents Understanding in Multi-Agent LLM Systems,信息密度太低,0,https://arxiv.org/abs/2507.17061
坏,,,2507.17134,Resilient Multi-Agent Negotiation for Medical Supply Chains:Integrating LLMs and Blockchain for Transparent Coordination,,0,https://arxiv.org/abs/2507.17134
坏,,,2507.18059,Multi-Agent Guided Policy Optimization,太简单,0,https://arxiv.org/abs/2507.18059
坏,,,2507.19543,Agent WARPP: Workflow Adherence via Runtime Parallel Personalization,,0,https://arxiv.org/abs/2507.19543
好,生动活泼,,2507.21028,Multi-Agent-as-Judge: Aligning LLM-Agent-Based Automated Evaluation with Multi-Dimensional Human Evaluation,,1,https://arxiv.org/abs/2507.21028
坏,,,2507.21146,Towards Unifying Quantitative Security Benchmarking for Multi Agent Systems,,0,https://arxiv.org/abs/2507.21146
好,科研风,优,2507.21159,MAC: Masked Agent Collaboration Boosts Large Language Model Medical Decision-Making,图3：优,0,https://arxiv.org/abs/2507.21159
好,生动活泼,,2507.21407,Graph-Augmented Large Language Model Agents: Current Progress and Future Prospects,,1,https://arxiv.org/abs/2507.21407
好,科研风,,2507.21969,Towards Cognitive Synergy in LLM-Based Multi-Agent Systems: Integrating Theory of Mind and Critical Evaluation,,1,https://arxiv.org/abs/2507.21969
坏,,,2507.22205,CTG-Insight: A Multi-Agent Interpretable LLM Framework for Cardiotocography Analysis and Classification,,0,https://arxiv.org/abs/2507.22205
好,科研风,,2507.22467,Towards Simulating Social Influence Dynamics with LLM-based Multi-agents,,0,https://arxiv.org/abs/2507.22467
好,科研风,,2507.22606,MetaAgent: Automatically Constructing Multi-Agent Systems Based on Finite State Machines,,0,https://arxiv.org/abs/2507.22606
坏,,,2507.22758,MASCA: LLM based-Multi Agents System for Credit Assessment,,1,https://arxiv.org/abs/2507.22758
未筛,,,2507.23261,DynaSwarm: Dynamically Graph Structure Selection for LLM-based Multi-agent System,,0,https://arxiv.org/abs/2507.23261
坏,,,2507.23348,SWE-Debate: Competitive Multi-Agent Debate for Software Issue Resolution,配色难看,2,https://arxiv.org/abs/2507.23348
未筛,,,2507.23604,Hierarchical Message-Passing Policies for Multi-Agent Reinforcement Learning,,0,https://arxiv.org/abs/2507.23604
未筛,,,2507.23694,A survey of multi-agent geosimulation methodologies: from ABM to LLM,,0,https://arxiv.org/abs/2507.23694
未筛,,,2508.00032,Strategic Communication and Language Bias in Multi-Agent LLM Coordination,,0,https://arxiv.org/abs/2508.00032
好,生动活泼,,2508.00554,ContestTrade: A Multi-Agent Trading System Based on Internal Contest Mechanism,,0,https://arxiv.org/abs/2508.00554
坏,,,2508.02826,TransAM: Transformer-Based Agent Modeling for Multi-Agent Systems via Local Trajectory Encoding,太简单，信息密度太低,0,https://arxiv.org/abs/2508.02826
坏,,,2508.04652,LLM Collaboration With Multi-Agent Reinforcement Learning,较简单,0,https://arxiv.org/abs/2508.04652
坏,,,2508.04903,RCR-Router: Efficient Role-Aware Context Routing for Multi-Agent LLM Systems with Structured Memory,太简单,0,https://arxiv.org/abs/2508.04903
好,科研风,,2508.05421,LLM-based Multi-Agent Copilot for Quantum Sensor,,0,https://arxiv.org/abs/2508.05421
坏,,,2508.05687,Risk Analysis Techniques for Governed LLM-based Multi-Agent Systems,,1,https://arxiv.org/abs/2508.05687
坏,,,2508.05702,Grid-Agent: An LLM-Powered Multi-Agent System for Power Grid Control,,1,https://arxiv.org/abs/2508.05702
好,科研风,,2508.05996,Mediator-Guided Multi-Agent Collaboration among Open-Source Models for Medical Decision-Making,,0,https://arxiv.org/abs/2508.05996
好,生动活泼,,2508.06963,MASteer: Multi-Agent Adaptive Steer Strategy for End-to-End LLM Trustworthiness Repair,,0,https://arxiv.org/abs/2508.06963
坏,,,2508.07466,Grounding Natural Language for Multi-agent Decision-Making with Multi-agentic LLMs,信息密度低，配色难看,0,https://arxiv.org/abs/2508.07466
坏,,,2508.07667,1-2-3 Check: Enhancing Contextual Privacy in LLM via Multi-Agent Reasoning,,0,https://arxiv.org/abs/2508.07667
好,生动活泼,,2508.07745,Chimera: Harnessing Multi-Agent LLMs for Automatic Insider Threat Simulation,,0,https://arxiv.org/abs/2508.07745
坏,,,2508.07880,Multi-agent systems for chemical engineering: A review and perspective,,0,https://arxiv.org/abs/2508.07880
好,生动活泼,,2508.07950,FEAT: A Multi-Agent Forensic AI System with Domain-Adapted Large Language Model for Automated Cause-of-Death Analysis,,0,https://arxiv.org/abs/2508.07950
好,生动活泼,,2508.08127,BlindGuard: Safeguarding LLM-based Multi-Agent Systems under Unknown Attacks,,0,https://arxiv.org/abs/2508.08127
坏,,,2508.08322,"Context Engineering for Multi-Agent LLM Code Assistants Using Elicit, NotebookLM, ChatGPT, and Claude Code",,1,https://arxiv.org/abs/2508.08322
好,科研风,优,2508.08487,MAViS: A Multi-Agent Framework for Long-Sequence Video Storytelling,图2：优,0,https://arxiv.org/abs/2508.08487
坏,,,2508.08501,GVGAI-LLM: Evaluating Large Language Model Agents with Infinite Games,好看，但是有点简单,0,https://arxiv.org/abs/2508.08501
坏,,,2508.08709,CRADLE: Conversational RTL Design Space Exploration with LLM-based Multi-Agent Systems,,0,https://arxiv.org/abs/2508.08709
好,科研风,,2508.08761,DevNous: An LLM-Based Multi-Agent System for Grounding IT Project Management in Unstructured Conversation,,0,https://arxiv.org/abs/2508.08761
坏,,,2508.08997,Intrinsic Memory Agents: Heterogeneous Multi-Agent LLM Systems through Structured Contextual Memory,太简单，信息密度太低,0,https://arxiv.org/abs/2508.08997
好,科研风,优,2508.09230,Cowpox: Towards the Immunity of VLM-based Multi-Agent Systems,优，但是配色难看,0,https://arxiv.org/abs/2508.09230
好,科研风,,2508.09507,An Automated Multi-modal Evaluation Framework for Mobile Intelligent Assistants Based on Large Language Models and Multi-Agent Collaboration,,0,https://arxiv.org/abs/2508.09507
未筛,,,2508.09815,Extending the OWASP Multi-Agentic System Threat Modeling Guide: Insights from Multi-Agent Security Research,,0,https://arxiv.org/abs/2508.09815
坏,,,2508.10143,MCP-Orchestrated Multi-Agent System for Automated Disinformation Detection,,0,https://arxiv.org/abs/2508.10143
坏,,,2508.11152,AlphaAgents: Large Language Model based Multi-Agents for Equity Portfolio Constructions,,0,https://arxiv.org/abs/2508.11152
坏,,,2508.11401,FACET: Teacher-Centred LLM-Based Multi-Agent Systems-Towards Personalized Educational Worksheets,信息密度低,1,https://arxiv.org/abs/2508.11401
好,生动活泼,,2508.11733,SafeSieve: From Heuristics to Experience in Progressive Pruning for LLM-based Multi-Agent Communication,,0,https://arxiv.org/abs/2508.11733
坏,,,2508.11915,CORE: Measuring Multi-Agent LLM Interaction Quality under Game-Theoretic Pressures,,0,https://arxiv.org/abs/2508.11915
好,科研风,优,2508.12393,MedKGent: A Large Language Model Agent Framework for Constructing Temporally Evolving Medical Knowledge Graph,优,0,https://arxiv.org/abs/2508.12393
坏,,,2508.12981,Analyzing Information Sharing and Coordination in Multi-Agent Planning,,0,https://arxiv.org/abs/2508.12981
好,生动活泼,,2508.13167,Chain-of-Agents: End-to-End Agent Foundation Models via Multi-Agent Distillation and Agentic RL,,0,https://arxiv.org/abs/2508.13167
坏,,,2508.13721,CausalPlan: Empowering Efficient LLM Multi-Agent Collaboration Through Causality-Driven Planning,,0,https://arxiv.org/abs/2508.13721
坏,,,2508.14063,A Multi-Agent Approach to Neurological Clinical Reasoning,,0,https://arxiv.org/abs/2508.14063
好,生动活泼,,2508.15447,From Bits to Boardrooms: A Cutting-Edge Multi-Agent LLM Framework for Business Excellence,,0,https://arxiv.org/abs/2508.15447
坏,,,2508.15679,An Efficient Open World Environment for Multi-Agent Social Learning,,0,https://arxiv.org/abs/2508.15679
坏,,,2508.15809,Chain-of-Query: Unleashing the Power of LLMs in SQL-Aided Table Understanding via Multi-Agent Collaboration,,0,https://arxiv.org/abs/2508.15809
坏,,,2508.15940,ASIC-Agent: An Autonomous Multi-Agent System for ASIC Design with Benchmark Evaluation,,4,https://arxiv.org/abs/2508.15940
好,生动活泼,优,2508.17188,PosterGen: Aesthetic-Aware Multi-Modal Paper-to-Poster Generation via Multi-Agent LLMs,图1：优,0,https://arxiv.org/abs/2508.17188
未筛,,,2508.17536,Debate or Vote: Which Yields Better Decisions in Multi-Agent Large Language Models?,,0,https://arxiv.org/abs/2508.17536
坏,,,2508.17971,Neural Algorithmic Reasoners informed Large Language Model for Multi-Agent Path Finding,,0,https://arxiv.org/abs/2508.17971
好,生动活泼,,2508.18321,LLMs Can't Handle Peer Pressure: Crumbling under Multi-Agent Social Interactions,,0,https://arxiv.org/abs/2508.18321
好,生动活泼,,2508.18797,CausalMACE: Causality Empowered Multi-Agents in Minecraft Cooperative Tasks,,0,https://arxiv.org/abs/2508.18797
坏,,,2508.19919,Your AI Bosses Are Still Prejudiced: The Emergence of Stereotypes in LLM-Based Multi-Agent Systems,,0,https://arxiv.org/abs/2508.19919
好,生动活泼,优,2508.20019,Symphony: A Decentralized Multi-Agent Framework for Scalable Collective Intelligence,优,0,https://arxiv.org/abs/2508.20019
好,科研风,优,2508.20134,QAgent: An LLM-based Multi-Agent System for Autonomous OpenQASM programming,优,0,https://arxiv.org/abs/2508.20134
未筛,,,2508.20818,cMALC-D: Contextual Multi-Agent LLM-Guided Curriculum Learning with Diversity-Based Context Blending,,0,https://arxiv.org/abs/2508.20818
未筛,,,2508.21803,Automated Clinical Problem Detection from SOAP Notes using a Collaborative Multi-Agent LLM Architecture,,0,https://arxiv.org/abs/2508.21803
未筛,,,2509.00132,CoComposer: LLM Multi-agent Collaborative Music Composition,,0,https://arxiv.org/abs/2509.00132
未筛,,,2509.00481,Multi-Agent Data Visualization and Narrative Generation,,0,https://arxiv.org/abs/2509.00481
未筛,,,2509.02515,Contemporary Agent Technology: LLM-Driven Advancements vs Classic Multi-Agent Systems,,0,https://arxiv.org/abs/2509.02515
好,生动活泼,优,2509.03312,AgenTracer: Who Is Inducing Failure in the LLM Agentic Systems?,优,0,https://arxiv.org/abs/2509.03312
坏,,,2509.03817,Learning to Deliberate: Meta-policy Collaboration for Agentic LLMs with Multi-agent Reinforcement Learning,,0,https://arxiv.org/abs/2509.03817
坏,,,2509.04508,ProST: Progressive Sub-task Training for Pareto-Optimal Multi-agent Systems Using Small Language Models,,0,https://arxiv.org/abs/2509.04508
